#NAME,Experiment,Tissue type,DOL,Genotype
263A,C,colon,DOL14,Sig HET
108A,C,colon,DOL28,Sig HET
109A,C,colon,DOL28,Sig Homo
110A,C,colon,DOL28,Sig HET 
111A,C,colon,DOL28,Sig WT
112A,C,colon,DOL28,Sig Homo
113A,C,colon,DOL28,Sig Homo
114A,C,colon,DOL28,Sig Homo 
115A,C,colon,DOL28,Sig WT
116A,C,colon,DOL28,Sig HET
117A,C,colon,DOL28,Sig HET
118A,C,colon,DOL28,Sig HET
119A,C,colon,DOL28,Sig WT
120A,C,colon,DOL28,Sig WT
121A,C,colon,DOL28,Sig Homo
122A,C,colon,DOL28,Sig Homo
123A,C,colon,DOL28,Sig HET
124A,C,colon,DOL28,Sig WT 
125A,C,colon,DOL28,Sig HET
126A,C,colon,DOL28,Sig Homo
127A,C,colon,DOL28,Sig HET 
128A,C,colon,DOL28,Sig HET 
129A,C,colon,DOL28,Sig WT
130A,C,colon,DOL28,Sig Homo
131A,C,colon,DOL28,Sig HET 
132A,C,colon,DOL28,Sig HET 
133A,C,colon,DOL28,Sig Homo
134A,C,colon,DOL28,Sig WT
135A,C,colon,DOL28,Sig WT 
136A,C,colon,DOL28,Sig HET
137A,C,colon,DOL28,Sig WT 
138A,C,colon,DOL28,Sig Homo
