,1,2,7,8,11,13,22,23,24,25,30,40,41,42,46,47
"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]",150416.67,132436.23,143258.74,131006.92,90302.0,85869.42,74948.26,122193.59,125005.91,115647.0,60698.5,79950.08,113753.66,106525.75,74846.67,79513.83
"AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3],83115.44,74508.2,78618.66,71787.5,49952.84,47550.84,41540.01,66969.67,68750.5,63578.5,33275.0,43915.38,63485.67,58625.69,41229.25,43638.83
"BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]",3284.0,6890.0,18.0,26.0,274.0,885.0,93.34,36.34,106.66,62.0,0.0,56.0,99.23,63.0,0.0,0.0
gldA; glycerol dehydrogenase [EC:1.1.1.6],5686.02,5121.35,5652.87,6391.65,7738.6,10382.17,8401.92,9573.13,10122.92,7972.17,4228.5,10494.0,7276.48,7989.94,9542.41,10649.97
GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11],0.0,7.5,0.0,0.0,14.5,0.0,0.0,11.5,0.0,12.5,0.0,0.0,0.57,0.0,6.29,20.86
"SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]",1921.84,3897.0,288.49,305.5,400.67,583.84,288.34,229.5,256.67,184.67,46.5,325.66,1008.09,213.84,220.29,170.19
mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17],69592.84,62088.35,65748.87,60046.32,47517.76,48947.83,41435.08,63219.13,64045.91,59149.5,30949.33,44915.67,55764.21,54590.27,41524.96,44744.44
iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369],451.83,443.84,426.32,519.33,258.17,343.0,328.5,206.0,186.83,142.0,98.33,211.33,664.91,175.68,253.87,250.91
