function	071A	077A	091A	100A	101A	218A	219A	220A	224A	242A	245A	246A	248A	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A
EC:1.1.1.1	111186.6	88769.19	55080.8	69233.72	71769.15000000001	35895.94	25472.75	37216.64	19587.18	21585.42	29600.25	27423.72	21506.29	117507.34	117151.76	93361.68	86558.0	75588.26999999999	96595.19	88864.20999999999	101008.23	97947.79	116200.65	27304.71	68366.98000000001	51080.62	48266.01	68255.0
EC:1.1.1.100	103682.97	86719.29	52779.71	67923.06	59800.01	78203.31999999999	26615.99	78995.70999999999	52678.15	66504.93	42662.51	34386.69	67873.5	101886.84	92445.39	70956.23	66342.0	57963.62999999999	74587.49	72402.97	74382.62999999999	72893.54	85162.02	46072.82	50228.22	36545.96	30678.17	50119.17
EC:1.1.1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.103	28.75	19.25	4234.83	5508.6	5845.530000000001	1753.66	4117.17	2404.92	1987.58	2215.83	970.08	2478.25	2336.42	242.25	47.25	418.0	669.0	591.74	1467.25	1384.86	543.17	21.0	12.75	283.25	3234.33	3376.08	3434.67	1641.75
EC:1.1.1.105	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.108	4746.0	444.0	2077.5	9121.5	5834.0	1167.0	574.0	2141.0	242.0	688.0	815.0	1286.5	696.0	64.0	51.0	325.0	398.0	610.0	285.0	73.0	18.0	55.0	17.0	99.0	0.0	0.0	0.0	23.0
EC:1.1.1.11	3.0	0.0	0.0	219.85	207.86	44.83	8.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418.0	669.0	586.99	0.0	1068.86	0.0	0.0	0.0	0.0	3.25	5.0	0.0	0.0
EC:1.1.1.122	9.0	11.0	2.0	0.0	0.0	21.5	24.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.125	28.75	19.25	3906.83	5728.45	6046.389999999999	1941.16	4166.92	2030.17	1975.08	2148.83	941.58	1434.75	1128.42	19.75	19.25	836.0	1338.0	1178.73	1388.75	2146.8900000000003	543.17	19.0	12.75	100.75	3242.0	3369.08	3436.67	1624.75
EC:1.1.1.130	22.42	24.42	3878.16	5250.17	5592.67	1695.79	4117.25	2034.6	2041.25	2068.83	911.75	1507.08	1286.92	254.59000000000003	189.75	154.82999999999998	140.5	787.0799999999999	1505.34	42.0	895.5	275.94	323.41	65.75	3507.61	3538.58	3485.5	2355.42
EC:1.1.1.132	163.0	46.0	64.0	13.0	17.0	43.0	8.0	0.0	0.0	4.0	0.0	2.5	0.0	12.0	22.0	7.0	0.0	35.0	40.0	9.0	18.0	37.0	17.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.133	9195.2	11311.1	7740.74	3332.59	1105.03	26109.82	6269.83	24024.69	26459.38	35669.09	10788.75	9536.68	36864.98	12635.0	6081.13	2904.8	3064.4999999999995	1602.11	5630.3	5358.41	2883.82	3315.4	3423.37	16203.44	2526.63	2310.2	637.0	2024.0
EC:1.1.1.136	0.0	0.0	330.0	15.0	0.0	51.5	25.0	357.5	0.0	110.17	104.83	1066.67	1119.33	38.5	10.0	0.0	0.0	0.0	75.0	65.17	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
EC:1.1.1.137	21.33	0.0	260.0	0.0	0.0	88.4	11.4	6.2	1.0	2.0	3.4	0.0	2.6	25.0	24.0	0.0	0.0	10.0	25.0	6.0	0.0	30.0	37.0	0.0	8.0	7.8	0.0	0.0
EC:1.1.1.14	4582.0	7395.67	9284.0	10952.02	6306.360000000001	23713.55	4078.33	24085.1	3255.5	5895.5	10780.66	11245.17	12286.66	6664.5	2933.5	1267.0	1519.0000000000002	1256.99	2287.0	3463.03	407.5	677.6	17.0	6639.5	517.03	524.0	88.0	72.0
EC:1.1.1.140	8337.83	2896.76	10473.9	12203.85	12192.73	3126.01	10254.61	4323.34	4949.63	4838.0	2617.36	3676.3	2739.5	5066.5	3121.63	2305.8	2672.0000000000005	1752.35	5938.55	3208.59	3137.4100000000003	2388.8	3247.37	61.440000000000005	6488.1	6748.96	6996.34	3249.5
EC:1.1.1.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	223.75	7383.42	9250.66	7002.52	6157.700000000001	28010.83	9547.42	24785.34	5869.74	5897.16	13498.57	4373.67	6382.75	5313.75	2754.75	1002.0	1139.5	769.24	3182.0	3062.03	1024.34	925.0	138.5	7496.25	4361.75	4190.31	3699.34	1737.75
EC:1.1.1.159	19.75	58.25	4875.0	5153.0	5492.0	15098.3	4030.75	14362.1	2337.25	2841.5	3689.75	3882.25	4621.75	588.25	1049.25	9.0	12.5	31.25	1470.0	223.5	536.5	43.6	12.75	4430.75	3114.95	3196.75	3310.0	1585.75
EC:1.1.1.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.169	26628.28	7890.27	17159.309999999998	27742.6	19259.59	24699.19	11543.46	24898.42	16374.52	23091.51	11877.64	9331.64	26766.57	3648.75	1655.51	2509.85	3457.5	3151.96	3081.6	5750.32	1175.31	828.85	774.24	12719.13	5599.78	5397.18	4071.67	3641.75
EC:1.1.1.17	34352.95	23326.68	15313.9	20094.67	20185.2	2719.01	6476.4400000000005	4523.59	4811.55	5114.17	4881.780000000001	6082.05	3857.08	31290.59	31756.88	25602.63	23484.5	21163.94	26017.39	23171.23	27667.570000000003	26894.14	32203.28	6298.52	17350.1	12845.21	14783.67	17480.75
EC:1.1.1.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.18	371.87	119.17	105.83	686.72	664.5799999999999	369.15	79.33	67.08	8216.17	12167.0	34.17	562.3299999999999	12833.17	267.84000000000003	315.5	1426.83	2147.5	2613.3	206.34	3517.25	419.33	324.34000000000003	344.66	245.50000000000003	282.66	174.5	50.83	745.67
EC:1.1.1.193	4813.42	1801.59	9946.66	15496.94	11688.53	9114.91	6887.23	12109.17	16618.33	22123.08	6627.31	7412.79	21254.58	5824.59	1110.25	1652.83	1789.0	2198.32	3517.59	3273.7	1217.75	530.34	413.66	9445.75	4275.49	4082.48	3601.5	2509.42
EC:1.1.1.2	0.0	0.0	0.0	0.0	0.0	70.5	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	2.0
EC:1.1.1.202	0.0	0.0	1133.0	219.85	207.86	32.33	5.75	0.0	0.0	2.0	514.0	0.0	1237.0	0.0	5.0	423.0	669.0	595.99	0.0	1072.86	8.0	10.0	20.0	0.0	0.0	0.4	0.0	0.0
EC:1.1.1.203	174.0	46.0	51.0	13.0	17.0	125.42	43.0	9.17	0.0	4.0	0.0	2.5	0.0	12.0	22.0	9.0	0.0	35.0	40.0	9.67	18.0	37.0	17.0	0.0	15.0	8.0	0.0	0.0
EC:1.1.1.205	39977.95	35451.85	21959.9	22607.34	22316.7	27977.46	10144.9	28033.97	33224.8	44390.92	17631.239999999998	15073.34	45934.84	44892.59	41255.880000000005	31569.13	29088.5	25629.69	33543.89	30989.07	34362.32	33635.24	39128.03	21604.19	23273.79	17032.58	15270.5	23611.42
EC:1.1.1.206	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.215	193.75	54.25	3955.83	5521.6	5855.530000000001	1739.83	4155.17	2014.42	1975.08	1992.83	841.58	1449.04	1126.42	31.75	41.25	427.0	669.0	626.74	1428.75	1083.36	561.17	56.0	29.75	2.75	3224.0	3374.08	3434.67	1624.75
EC:1.1.1.219	163.0	50.0	64.0	13.0	17.0	93.0	0.0	17.0	0.0	178.0	100.0	70.0	143.0	12.0	22.0	7.0	0.0	35.0	40.0	9.67	18.0	37.0	17.0	98.0	13.0	0.0	0.0	0.0
EC:1.1.1.22	43215.95	41379.92	17929.33	15161.27	22056.03	22966.27	6843.3	21800.54	84714.32	117675.91	13279.21	17097.08	121415.08	56840.25	58628.25	47130.25	42895.5	37665.99	45691.5	45523.2	50953.92	48689.45	57291.0	22605.25	32135.480000000003	22932.58	25994.67	33254.75
EC:1.1.1.220	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
EC:1.1.1.23	4792.42	8526.19	11354.56	16386.34	12085.03	26437.31	8458.83	27633.77	19043.13	24840.58	13287.510000000002	10393.59	24767.58	8341.59	3284.55	1472.88	2131.5	2344.02	4171.64	3915.9	1703.65	1681.9899999999998	513.86	15674.85	4496.29	4236.280000000001	3603.5	2494.42
EC:1.1.1.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.25	14034.62	12179.35	16764.9	19330.74	13629.64	44746.8	11755.73	43242.67	20384.47	26537.42	18523.41	12222.92	28685.51	13810.09	7602.379999999999	5228.88	6620.5	5513.65	7949.14	10405.18	4336.82	4737.1900000000005	3919.28	20471.86	6751.6	6256.25	4154.33	5056.09
EC:1.1.1.251	19.75	8.25	3876.33	5468.85	5793.530000000001	1524.83	4105.17	2004.67	1975.08	1981.83	841.58	1430.25	1126.42	19.75	19.25	418.0	669.0	591.74	1379.0	1074.36	543.17	19.0	12.75	2.75	3215.75	3369.08	3434.67	1624.75
EC:1.1.1.26	14.0	11.0	2.0	0.0	0.0	49.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	9.5	12.0	0.0	0.0
EC:1.1.1.261	0.0	0.0	57.5	45.0	24.5	194.5	0.0	11.0	0.0	1.5	36.5	0.0	18.0	0.0	3.5	3.0	14.0	3.0	24.5	28.67	37.5	29.0	0.0	0.0	15.0	9.0	0.0	0.0
EC:1.1.1.262	212.75	891.25	4810.83	6430.3	6278.25	7479.990000000001	6059.32	7907.67	24194.660000000003	33092.08	4323.48	7297.79	33570.25	1883.25	363.75	1636.0	2499.5	1828.9700000000005	2319.75	4652.75	862.4200000000001	166.0	33.25	8507.75	3705.33	3854.08	3550.67	1736.75
EC:1.1.1.264	0.0	0.0	0.0	0.0	0.0	56.25	12.83	6.33	17.67	43.5	34.17	22.83	20.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.17	245.16000000000005	143.17	50.83	653.67
EC:1.1.1.267	214.42	7356.59	8689.66	6961.4400000000005	6109.030000000001	25945.04	7649.23	25413.6	18606.33	24060.58	12427.31	9157.79	24195.58	8128.59	3233.75	1173.08	1718.5	1795.8199999999997	3928.84	3864.7	1719.25	1709.19	468.66	15631.25	4526.69	4233.48	3591.5	2465.42
EC:1.1.1.27	79117.73	63430.69	36042.48	32926.32	32876.7	12889.27	8036.92	12672.19	8829.44	9743.18	18025.52	12598.77	15418.18	79724.5	77939.76	62106.1	56159.5	48914.23	60845.6	56863.44	65722.64	65258.3	77577.48999999999	15891.38	36482.850000000006	24779.1	23162.0	40488.0
EC:1.1.1.271	42.75	1168.92	5682.33	6256.42	5877.17	19997.92	6123.15	19980.17	25654.83	36666.58	7057.139999999999	7946.67	39357.41	1950.75	1255.25	439.0	527.5	33.0	2507.75	1750.84	1295.92	512.0	33.25	12632.75	3558.08	3935.08	3526.67	1693.75
EC:1.1.1.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.276	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.28	39542.5	28459.93	26204.730000000003	27625.27	28366.73	33942.520000000004	11423.07	31756.0	20040.800000000003	25863.0	13829.5	11685.46	31329.870000000003	33822.34	37741.130000000005	30194.63	27926.5	25591.68	30077.64	29410.76	33092.74	31575.74	36351.03	16071.11	24557.7	18934.230000000003	18359.0	23978.84
EC:1.1.1.281	163.0	46.0	51.0	13.0	17.0	48.0	4.0	7.0	0.0	3.0	0.0	0.0	0.0	12.0	22.0	7.0	0.0	35.0	40.0	10.34	18.0	37.0	17.0	0.0	2.5	0.0	0.0	0.0
EC:1.1.1.282	19.75	8.25	3983.16	5384.75	5731.34	1572.5	4258.09	2092.34	2078.41	2058.16	881.91	1493.25	1184.09	19.75	19.25	0.0	0.0	4.75	1412.75	5.5	549.84	19.0	12.75	2.75	3364.75	3567.41	3569.34	1668.75
EC:1.1.1.284	4776.75	2461.91	7707.34	15404.1	11960.53	3250.42	5950.17	4294.09	2732.42	3333.84	2058.58	2739.04	1795.41	532.75	135.57999999999998	753.0	1130.0	1223.41	1659.75	1146.03	594.17	166.0	261.42	209.09	3241.0	3226.75	3300.0	1633.75
EC:1.1.1.287	0.0	0.0	62.0	0.0	0.0	373.0	260.0	83.0	89.0	49.0	114.0	23.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	14.0	0.0	5.0	0.0	32.0	0.0	0.0	0.0	0.0
EC:1.1.1.289	0.0	0.0	62.0	0.0	0.0	438.0	260.0	83.0	89.0	49.0	114.0	23.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	14.0	0.0	5.0	0.0	32.0	0.0	0.0	0.0	0.0
EC:1.1.1.29	183.67	7337.34	4646.83	1452.84	270.5	22550.63	2686.56	21736.18	4569.92	4828.25	11261.73	6984.54	5252.83	7296.34	3034.5	712.8299999999999	993.0	1139.58	2441.34	2755.67	1060.08	1496.94	421.16	15557.0	1047.11	785.5	150.82999999999998	815.6700000000001
EC:1.1.1.290	189.75	54.25	3968.83	5521.6	5855.530000000001	2820.58	4289.17	4329.17	15253.83	20052.08	3248.58	5370.79	18785.42	1557.75	115.75	439.0	825.5	628.99	2136.25	2164.36	831.4200000000001	141.0	33.25	8292.25	3453.0	3484.08	3440.67	1686.75
EC:1.1.1.291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.3	40153.7	33504.439999999995	22733.72	27354.94	27884.23	29261.94	12910.669999999998	29917.46	22683.21	28810.74	18030.42	15792.59	28857.67	44543.34	41277.8	31679.88	29704.5	26047.76	35023.39	32071.26	34781.49	33605.59	38966.61	21555.6	26605.99	20590.69	18824.84	25286.17
EC:1.1.1.30	4759.67	468.17	2004.33	9122.67	5834.0	1355.49	445.58	2147.33	170.67000000000002	678.5	740.1700000000001	1286.33	722.1700000000001	90.84	203.5	477.83	538.5	1392.33	399.84	94.0	370.33	298.34000000000003	327.66	130.0	392.66	200.5	50.83	755.67
EC:1.1.1.302	0.0	0.0	1069.0	161.0	7.0	7.5	0.0	357.5	12.5	248.17	104.83	1329.67	1304.33	980.5	39.0	22.0	244.0	218.0	78.5	69.0	87.0	467.0	38.0	1674.0	0.0	0.0	0.0	0.0
EC:1.1.1.303	9285.0	820.0	3948.0	18091.0	11607.0	1573.25	636.0	4158.0	306.0	1276.0	1402.0	2522.0	1392.0	116.0	80.0	635.0	796.0	1185.0	514.0	109.0	18.0	63.0	17.75	134.0	15.0	12.0	0.0	46.0
EC:1.1.1.304	26326.0	24820.0	7982.0	5594.85	10014.86	609.9	30.15	132.87	2059.0	1933.0	3866.4	3052.0	3513.6	35979.0	37806.0	30134.0	27470.0	23547.99	29272.0	28061.86	32430.0	31695.0	38289.0	5375.0	17118.0	11451.8	11222.0	19266.0
EC:1.1.1.305	19.75	58.25	4651.83	5508.6	5838.530000000001	14979.33	4139.17	14036.67	2392.08	2496.83	3469.58	2899.75	3469.42	312.75	1021.25	418.0	669.0	591.74	1414.75	1223.36	543.17	19.0	12.75	4225.75	3234.75	3393.08	3434.67	1624.75
EC:1.1.1.306	0.0	0.0	0.0	0.0	0.0	46.5	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	6.0	6.5	0.0	0.0
EC:1.1.1.308	0.0	0.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.31	8684.53	8759.26	4464.74	1175.4	607.6700000000001	3128.71	2802.42	1618.8000000000002	1130.97	1421.34	2356.4300000000003	2303.38	3617.76	3502.0	1442.13	199.8	487.0	451.87	346.3	244.04	293.07	1141.4	571.62	2020.94	528.8	140.1	135.0	67.0
EC:1.1.1.310	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.312	11.0	0.0	2.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.313	0.0	0.0	0.0	219.85	207.86	23.33	21.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418.0	669.0	586.99	0.0	1068.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.320	0.0	0.0	0.0	0.0	0.0	38.67	0.0	6.67	0.0	0.0	0.0	0.0	5.5	672.0	0.0	0.0	31.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
EC:1.1.1.333	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	6.0	6.5	0.0	0.0
EC:1.1.1.335	7.0	0.0	0.0	0.0	0.0	106.0	47.0	3.0	609.33	396.0	0.0	0.0	0.0	672.0	0.0	0.0	31.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.336	29.42	24.42	3908.66	5509.77	5838.530000000001	2008.24	4204.17	2047.42	14533.74	19430.83	841.58	2114.25	18668.75	81.59	173.75	572.8299999999999	809.5	1374.07	1511.59	1106.36	970.5	267.34000000000003	323.41	27.58	3301.25	3421.91	3436.67	1701.75
EC:1.1.1.337	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.339	163.0	46.0	51.0	13.0	17.0	15.5	0.0	10.0	0.0	0.0	0.0	54.0	140.0	12.0	22.0	8.25	0.0	35.0	42.25	9.0	18.0	38.25	17.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.34	0.0	0.0	0.0	0.0	0.0	19.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0
EC:1.1.1.343	39982.15	28078.68	17113.9	21104.67	22046.2	4795.81	6772.07	6888.07	17679.300000000003	23159.92	8434.08	10511.13	22894.78	34308.59	35395.380000000005	29561.88	27336.0	24927.19	28730.14	28275.07	31845.82	30546.39	36127.53	15881.69	22319.01	16415.48	15156.5	23531.42
EC:1.1.1.346	59.25	28.75	11687.99	16486.05	17466.59	5011.91	12345.76	6093.51	5925.24	5949.49	2531.07	4309.25	3383.26	731.25	57.75	1254.0	2038.0	1775.2200000000005	4162.5	3223.08	1629.51	57.0	39.0	8.25	9687.5	10128.24	10304.01	4874.25
EC:1.1.1.35	4993.5	533.5	9955.16	20151.7	17528.06	5696.33	9063.34	6259.01	4194.16	4685.16	2514.16	4188.08	2962.17	115.5	111.5	1174.0	1736.0	1828.48	3102.5	2237.3900000000003	1122.34	133.0	59.5	111.0	6678.0	6851.66	6883.34	3341.5
EC:1.1.1.350	47.75	8.25	3971.66	5727.85	5938.200000000001	1672.5	4287.09	2092.34	2078.41	2223.16	981.91	1493.25	1184.09	19.75	19.25	418.0	669.0	591.74	1403.0	1074.36	549.84	19.0	12.75	100.75	3364.75	3567.41	3569.34	1668.75
EC:1.1.1.36	20.0	15.0	2.0	0.0	0.0	359.5	53.0	27.0	0.0	0.0	5.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	78.25	20.0	0.0	2.0
EC:1.1.1.361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.363	40127.95	28128.68	17190.9	21117.67	22063.2	4602.16	6750.67	6852.87	25864.300000000003	35106.92	8330.68	11050.63	35703.18	33721.59	35417.380000000005	29556.88	27303.0	24962.19	28531.14	27721.4	31894.82	30576.39	36144.53	10281.69	22304.76	16395.68	15156.5	23528.42
EC:1.1.1.367	3.0	0.0	0.0	0.0	0.0	107.5	20.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	2.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	19.0	14.0	0.0	2.0	0.0
EC:1.1.1.368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.369	371.87	119.17	105.83	686.72	664.5799999999999	369.15	79.33	67.08	8216.17	12167.0	34.17	562.3299999999999	12833.17	267.84000000000003	315.5	1426.83	2147.5	2613.3	206.34	3517.25	419.33	324.34000000000003	344.66	245.50000000000003	282.66	174.5	50.83	745.67
EC:1.1.1.37	4625.42	520.4200000000001	5974.16	14706.27	11672.53	4872.49	4849.4	8732.75	27841.58	38205.83	6352.15	10518.87	37292.92	7631.59	3244.75	2352.83	2766.5	2489.57	6074.59	3780.03	3429.0	2660.34	3242.16	11157.25	3993.49	3763.08	3505.5	2483.42
EC:1.1.1.370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.371	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
EC:1.1.1.373	19.75	8.25	3826.5	5192.75	5530.0	1430.5	3940.75	1919.75	1871.75	1907.5	801.25	1367.25	1068.75	19.75	19.25	0.0	0.0	4.75	1364.75	5.5	536.5	19.0	12.75	2.75	3066.75	3170.75	3300.0	1580.75
EC:1.1.1.374	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.376	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
