function	46	25	22	11	2	40	235A	228A	227A	226A	073A	107A	106A	105A	097A	075A	081A	083A	085A	215A	088A	260A	259A	261A	167A	140A	146A	151A	156A	258A	161A	158A	162A	124A	119A	134A	135A	137A	115A	111A	120A	129A
EC:4.2.1.103	21.0	39.0	15.0	26.0	49.2	49.0	0.0	0.0	0.0	0.0	12.0	17.0	37.0	18.0	9.0	22.0	7.0	0.0	35.0	0.0	40.0	0.0	0.0	0.0	20.0	0.0	9.0	0.0	8.0	0.0	0.0	3.0	0.0	7.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	8.0
EC:4.2.1.104	7572.0	6755.0	7515.25	6757.43	42.88	8494.5	1580.75	3300.0	3170.75	3072.75	19.75	12.75	19.0	536.5	5.5	19.25	0.0	0.0	4.75	2.75	1355.0	0.0	0.0	0.0	5.25	2234.5	2393.75	2300.5	2794.25	0.0	560.0	2005.0	438.5	15.25	15.75	4.25	0.0	4.5	41.0	0.0	0.0	5.0
EC:4.2.1.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	8.0	4.0	0.0	0.0	0.0	19.0	8.0	91.0
EC:4.2.1.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.108	0.0	0.0	0.0	0.0	11.0	0.0	5.0	8.0	0.0	50.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.109	22.29	9.5	18.0	17.5	24.5	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1068.86	0.0	418.0	669.0	586.99	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1036.14	0.0	989.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.11	49354.54	70671.0	49624.68	57297.94	75522.54999999999	52920.96	23611.42	15295.5	17026.08	23289.99	44838.59	39163.53	33670.59	34362.32	30995.74	41279.880000000005	31567.88	29088.5	25733.69	21321.19	33555.64	32145.84	30415.24	24947.16	35278.56	36359.43	29478.21	30587.17000000001	28136.050000000003	32579.9	37861.76	24643.870000000003	28935.02	34694.41	33039.14	34970.93	31711.74	41395.25	38797.59	33754.93	28339.52	33686.78
EC:4.2.1.113	7788.63	6915.16	7846.42	7101.1	3984.68	8733.0	2379.42	3612.5	3589.88	3632.99	576.09	555.83	377.34	935.17	1164.37	290.08	902.83	1270.5	1970.74	180.59	1835.59	492.5	360.17	236.83	360.59	2417.0	2550.92	2679.17	3152.75	5067.0	1734.06	2157.83	1575.51	301.25	137.25	60.75	53.0	100.0	62.0	175.0	118.5	105.0
EC:4.2.1.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.115	0.0	0.0	0.0	0.0	10.0	0.22	5.0	8.0	3.0	40.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.118	0.0	0.0	4.67	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.12	7720.29	6862.0	7660.25	6947.43	380.08	8656.39	1624.75	3434.67	3382.08	3253.0	31.75	29.75	56.0	561.17	1086.36	41.25	427.0	669.0	626.74	2.75	1428.75	0.0	0.0	0.0	29.25	2303.0	2463.25	2357.17	2881.25	0.0	1614.56	2054.83	1443.51	22.25	18.75	23.25	0.0	9.5	47.0	0.0	0.0	16.0
EC:4.2.1.120	31.16	42.17	50.67	78.17	79.67	73.83	0.0	6.0	7.0	95.0	195.0	0.0	15.0	0.0	390.0	5.0	12.0	15.0	0.0	320.0	201.0	2125.01	2506.67	1073.3300000000002	507.0	655.0	414.0	1433.0	770.0	0.0	1165.0	799.0	881.3299999999999	455.0	658.0	974.17	445.67	2729.0	725.67	481.0	555.0	3308.33
EC:4.2.1.126	15029.74	17969.5	15425.67	16158.1	16258.02	16114.25	5946.42	3647.5	5621.38	6902.26	8927.59	7541.78	7149.14	7211.82	8359.26	6913.38	6723.63	7475.0	7274.179999999999	9489.69	7574.89	10609.5	10603.42	10946.83	10831.14	13556.7	10485.74	8010.92	9593.25	18623.4	15656.399999999998	7617.6	10403.79	8967.42	6857.32	9023.01	6791.25	6313.75	7030.92	10044.13	7813.85	3190.02
EC:4.2.1.129	141.67	120.49	173.67	183.51	282.03	183.83	0.0	0.0	8.0	28.33	0.0	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	96.0	0.0	0.0	43.0	0.0	0.0
EC:4.2.1.130	7571.0	6742.5	7526.25	6741.5	29.75	8503.17	2278.42	3485.5	3516.25	3465.91	19.75	12.75	19.0	543.17	5.5	19.25	0.0	0.0	4.75	61.92	1379.0	31.0	42.17	18.33	5.25	2279.5	2438.75	2340.17	2850.25	983.17	569.67	2039.33	450.83	15.25	15.75	4.25	0.0	4.5	41.0	0.0	0.0	5.0
EC:4.2.1.131	0.0	0.0	2.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	96.0	0.0	0.0	43.0	0.0	0.0
EC:4.2.1.132	2.0	0.0	0.0	0.0	7.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.136	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.141	81.0	63.33	108.0	113.67	194.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.147	0.0	2.33	0.0	1.67	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.148	7.0	0.0	2.0	3.0	16.0	2.0	5.0	8.0	0.0	23.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	96.0	0.0	0.0	43.0	0.0	0.0
EC:4.2.1.149	7579.83	6742.5	7526.25	6754.93	44.18	8503.17	1624.75	3434.67	3374.08	3221.75	19.75	12.75	19.0	543.17	5.5	19.25	0.0	0.0	4.75	2.75	1388.75	36.33	61.0	23.0	137.92	2306.0	2454.25	2357.17	2873.25	0.0	578.42	2051.83	454.08	19.25	26.75	11.09	24.67	59.83	41.0	1.67	7.0	17.33
EC:4.2.1.151	96.0	75.33	129.0	135.67000000000002	211.0	120.5	5.0	10.0	11.4	38.0	0.0	0.0	13.0	0.0	12.67	0.0	0.0	0.0	0.0	0.0	0.0	1992.0	920.0	1340.0	161.0	1140.4	175.8	38.0	200.8	0.0	155.0	963.6	480.0	1109.0	2321.4	1075.5	1439.4	2567.7	1175.1	781.2	1362.6	2247.6
EC:4.2.1.153	7.0	12.5	0.0	23.5	9.7	2.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
EC:4.2.1.17	23490.7	21040.33	23266.76	21396.53	1836.21	26395.11	4980.25	10412.01	10761.64	10817.75	5422.25	227.0	1018.0	2179.01	5212.42	3054.25	2145.0	2477.5	2229.7200000000003	7348.25	6095.5	5507.34	6752.67	4166.83	6953.67	11927.9	12214.05	12273.01	14056.55	110.0	10378.93	14078.09	9362.94	6722.92	7827.65	13416.09	13742.74	20296.2	8437.6	4130.37	7764.269999999999	23484.590000000004
EC:4.2.1.18	114.5	108.83	113.0	162.17000000000002	344.7	133.22	9.0	14.0	19.0	145.25	12.0	17.0	40.0	18.0	12.67	22.0	9.0	0.0	35.0	0.0	40.0	12.0	0.0	0.0	24.0	0.0	9.0	0.0	8.0	0.0	0.0	342.0	0.0	79.0	32.0	73.0	157.0	107.0	6.0	43.0	70.0	28.0
EC:4.2.1.19	8271.04	7274.0	8354.34	7823.6	4871.049999999999	9240.8	2494.42	3603.5	4223.280000000001	4492.29	8341.59	513.86	1668.9899999999998	1703.65	3903.9	3284.55	1472.88	2131.5	2344.02	15674.85	4171.64	13046.84	15041.04	13388.16	13733.56	14852.1	12068.54	8067.17	11022.05	15907.9	16022.429999999998	10557.2	11166.02	10162.34	10597.47	13637.76	10591.74	21452.45	9622.52	11007.6	9276.12	22701.11
EC:4.2.1.2	31548.65	27988.0	31429.43	28715.23	5982.66	35343.69	7430.67	13899.84	14779.79	14986.89	15085.84	718.9100000000001	2679.54	3929.59	9210.34	6306.0	3770.83	4837.360000000001	4749.04	21257.0	10084.09	22314.17	26767.49	21616.16	20971.18	32942.0	28768.76	22813.66	25428.6	24841.4	29513.39	25755.13	21454.98	26206.38	24001.04	33532.61	30998.06	48074.15	20674.82	18321.6	29434.59	49373.54000000001
EC:4.2.1.20	16829.16	14688.17	16880.94	15913.8	10161.03	18709.01	6904.84	7594.0	10395.16	10749.51	17611.68	933.02	2853.78	4003.65	11212.99	6365.3	4223.96	5820.5	5647.07	37276.100000000006	9688.98	35128.51	38035.53	35176.32	34360.74	41332.3	32375.2	20253.39	27041.4	50913.2	40309.24	26491.27	28837.88	29566.12	32520.91	35880.78	27288.300000000003	57862.35	25742.49	28894.4	29265.46	61681.5
EC:4.2.1.22	73.03999999999999	72.33	38.0	111.67	174.0	86.5	15.0	28.0	14.0	138.0	0.0	0.0	4.25	0.0	1072.53	0.0	419.25	669.0	586.99	4.5	2.25	0.0	2.25	1.5	4.0	0.0	9.0	1.75	0.0	14.5	1038.14	0.0	989.43	77.75	5.75	53.25	51.75	2.5	0.0	688.0	14.0	1.0
EC:4.2.1.24	8126.96	7212.5	8208.09	7602.1	4639.049999999999	9082.55	2430.42	3511.5	3803.48	4253.74	3099.59	444.16	1038.34	1335.5	2048.2	2490.75	1063.83	1323.5	2049.07	4676.25	2240.09	3172.83	4046.17	2732.83	3521.26	4312.4	4057.22	5809.17	6222.05	2976.0	2073.23	4972.43	2813.34	2568.92	3366.15	8831.26	5205.07	12121.7	4448.43	2774.87	2682.27	12289.26
EC:4.2.1.25	0.0	12.5	0.0	14.5	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.28	18.87	0.0	0.0	4.29	10.29	36.0	0.0	6.0	0.0	18.4	0.0	0.0	28.2	0.0	3248.58	6.0	1266.0	2007.0	1760.9700000000005	96.0	24.0	1430.49	1759.4	762.0	563.01	372.0	270.0	1428.0	480.0	0.0	3327.42	348.0	3334.29	102.0	147.0	399.51	155.01	1010.99	132.0	188.71	123.0	1022.99
EC:4.2.1.3	23493.16	20820.17	23478.26	21340.2	5027.05	26261.94	7636.92	10781.84	12323.44	12574.04	6841.09	571.8600000000001	1712.99	2630.74	9014.7	3294.55	3580.88	5322.0	5356.22	13591.85	6554.64	10980.33	14055.62	11748.33	11776.31	17438.35	16249.79	12276.26	15489.55	16660.9	22156.72	12994.11	15745.25	4951.84	6971.47	12422.01	8347.32	19719.7	8279.6	8084.099999999999	5244.870000000001	21197.03
EC:4.2.1.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4	0.0	0.0	13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	44.0	0.0	23.2	0.0	74.0
EC:4.2.1.32	15154.58	13485.0	15052.5	13485.86	66.36	17018.34	3249.5	6869.34	6738.16	6431.5	39.5	25.5	43.0	1086.34	2162.7200000000003	42.5	840.0	1338.0	1183.48	37.5	2785.5	440.5	654.0	231.0	111.5	4706.0	4998.5	5190.34	5906.5	0.0	3302.12	4219.66	3009.02	60.5	69.5	121.0	27.0	276.0	126.0	53.5	34.0	314.0
EC:4.2.1.33	16627.08	14612.0	16750.68	15765.2	9921.5	18522.54	8690.84	7781.0	11101.56	11943.58	18039.18	1044.72	3429.98	3524.8	7871.799999999999	6594.6	2955.76	4339.0	4723.04	31995.7	8419.78	33811.68	35781.58	32686.32	27834.620000000003	31632.2	24436.58	16264.34	22207.6	46309.8	32380.86	22741.4	23340.04	23686.18	25911.94	29469.52	24373.48	47890.9	21178.04	23700.2	21428.74	49750.22
EC:4.2.1.35	16627.08	14612.0	16750.68	15765.2	9921.5	18522.54	8690.84	7781.0	11101.56	11943.58	18039.18	1044.72	3429.98	3524.8	7868.799999999999	6594.6	2955.76	4339.0	4723.04	31995.7	8419.78	33811.68	35781.58	32686.32	27834.620000000003	31632.2	24436.58	16264.34	22207.6	46309.8	32380.86	22741.4	23340.04	23686.18	25911.94	29469.52	24373.48	47890.9	21178.04	23700.2	21428.74	49750.22
